Fiscal Period,Revenue per Share,EBITDA per Share,EBIT per Share,Earnings per Share (Diluted),EPS without NRI,Owner Earnings per Share (TTM),Free Cash Flow per Share,Operating Cash Flow per Share,Dividends per Share,Book Value per Share,Tangible Book per Share,Total Debt per Share,Month End Stock Price,ROE %,ROE % Adjusted to Book Value,ROA %,ROC (Joel Greenblatt) %,ROIC %,WACC %,Effective Interest Rate on Debt %,Gross Margin %,Operating Margin %,Net Margin %,FCF Margin %,Debt-to-Equity,Equity-to-Asset,Debt-to-Asset,Gross-Profit-to-Asset %,Asset Turnover,Dividend Payout Ratio,Days Sales Outstanding,Days Payable,Days Inventory,Cash Conversion Cycle,Inventory Turnover,COGS-to-Revenue,Inventory-to-Revenue,Revenue,Cost of Goods Sold,Gross Profit,"Selling, General, & Admin. Expense",Research & Development,Other Operating Expense,Operating Income,  Interest Income,  Interest Expense,Net Interest Income,Other Income (Expense),  Other Income (Minority Interest),Pre-Tax Income,Tax Provision,Tax Rate %,Net Income (Continuing Operations),Net Income (Discontinued Operations),Net Income,Preferred Dividends,EPS (Basic),EPS (Diluted),Shares Outstanding (Diluted Average),"Depreciation, Depletion and Amortization",EBITDA,  Cash And Cash Equivalents,  Marketable Securities,"Cash, Cash Equivalents, Marketable Securities",  Accounts Receivable,  Notes Receivable,  Other Current Receivables,Total Receivables,"  Inventories, Raw Materials & Components","  Inventories, Work In Process","  Inventories, Inventories Adjustments","  Inventories, Finished Goods","  Inventories, Other",Total Inventories,Other Current Assets,Total Current Assets,Investments And Advances,  Land And Improvements,  Buildings And Improvements,"  Machinery, Furniture, Equipment",  Construction In Progress,  Other Gross PPE,"Gross Property, Plant and Equipment",  Accumulated Depreciation,"Property, Plant and Equipment",Intangible Assets,  Goodwill,Other Long Term Assets,Total Assets,  Accounts Payable,  Total Tax Payable,  Other Current Payables,  Current Accrued Expense,Accounts Payable & Accrued Expense,Current Portion of Long-Term Debt,  Current Deferred Revenue,  Current Deferred Taxes Liabilities,DeferredTaxAndRevenue,Other Current Liabilities,Total Current Liabilities,  Long-Term Debt,  Capital Lease Obligation,Long-Term Debt & Capital Lease Obligation,PensionAndRetirementBenefit,NonCurrent Deferred Liabilities,Other Long-Term Liabilities,Total Liabilities,Common Stock,Preferred Stock,Retained Earnings,Accumulated other comprehensive income (loss),Additional Paid-In Capital,Treasury Stock,Other Stockholders Equity,Total Stockholders Equity,Minority Interest,Total Equity,  Net Income,  Net Foreign Currency Exchange Gain,Net Income From Continuing Operations,"Depreciation, Depletion and Amortization",  Change In Receivables,  Change In Inventory,  Change In Prepaid Assets,  Change In Payables And Accrued Expense,Change In Working Capital,Change In DeferredTax,Stock Based Compensation,Cash Flow from Discontinued Operations,Cash Flow from Others,Cash Flow from Operations,"Purchase Of Property, Plant, Equipment","Sale Of Property, Plant, Equipment",Purchase Of Business,Sale Of Business,Purchase Of Investment,Sale Of Investment,Net Intangibles Purchase And Sale,Cash From Discontinued Investing Activities,Cash From Other Investing Activities,Cash Flow from Investing,Issuance of Stock,Repurchase of Stock,Net Issuance of Preferred Stock,Net Issuance of Debt,Cash Flow for Dividends,Other Financing,Cash Flow from Financing,Net Change in Cash,Capital Expenditure,Free Cash Flow,PE Ratio,Price-to-Owner-Earnings,PB Ratio,Price-to-Tangible-Book,Price-to-Free-Cash-Flow,Price-to-Operating-Cash-Flow,PS Ratio,PEG Ratio,EV-to-Revenue,EV-to-EBITDA,EV-to-EBIT,Earnings Yield (Joel Greenblatt) %,Forward Rate of Return (Yacktman) %,Shiller PE Ratio,Dividend Yield %,Market Cap,Enterprise Value,Net Cash per Share,Net Current Asset Value,Net-Net Working Capital,Intrinsic Value: Projected FCF,Median PS Value,Peter Lynch Fair Value,Graham Number,Earnings Power Value (EPV),Altman Z-Score,Piotroski F-Score,Beneish M-Score,Scaled Net Operating Assets,Sloan Ratio %,Current Ratio,Quick Ratio,Interest Coverage,Highest Stock Price,Lowest Stock Price,Shares Buyback Ratio %,YoY Rev. per Sh. Growth,YoY EPS Growth,YoY EBITDA Growth,5-Year EBITDA Growth Rate,Shares Outstanding (Basic Average),Shares Outstanding (EOP),Beta,Filing Date,Restated Filing Date,Number of Shareholders,Number of Employees,Insider Shares Owned,Institution Shares Held,Insider Ownership %,Institutional Ownership %,Price-to-Net-Current-Asset-Value,Price-to-Net-Net-Working-Capital,Price-to-Graham-Number,Price-to-Intrinsic-Value-DCF (Earnings Based),Price-to-Intrinsic-Value-DCF (FCF Based),Price-to-Earnings-Power-Value,Price-to-Intrinsic-Value-Projected-FCF,Price-to-Peter-Lynch-Fair-Value,Price-to-Median-PB-Value,Price-to-Median-PS-Value,Price-to-Net-Cash
200103,23.22,2.105,0.727,0.56,0.56,2.529,1.997,2.811,0.3,8.783,8.783,91.477,28.12,24.34,7.61,1.49,14.44,2.08,2.56,0,27.4,3.13,2.49,8.6,10.415,0.056,0.588,16.38,0.149,0.536,8.75,46.77,22.47,-15.55,4.06,0.73,0.179,"42,446.00","30,815.00","11,631.00","4,629.00",0,"5,673.00","1,329.00",0,0,0,304,-3,"1,633.00",-571,34.97,"1,059.00",0,"1,059.00",4,0.58,0.56,"1,828.00","2,519.00","3,848.00","5,382.00","12,476.00","17,858.00","4,069.00",0,"2,538.00","6,607.00","2,837.00",0,0,"4,827.00",0,"7,664.00","8,357.00","40,486.00",0,0,0,0,0,"60,460.00","60,460.00","-24,327.00","36,133.00",0,0,"207,968.00","284,587.00","15,794.00",0,0,"22,773.00","38,567.00",249,0,0,0,"4,890.00","43,706.00","167,116.00",0,"167,116.00",0,"8,922.00","48,101.00","267,845.00",19,0,"18,386.00","-5,768.00","6,035.00","-2,603.00",0,"16,069.00",673,"16,742.00","1,059.00",0,"5,025.00","2,519.00",0,0,0,0,0,0,0,0,"-2,406.00","5,138.00","-1,488.00",0,0,0,"-6,917.00","8,252.00",0,0,"-5,655.00","-5,808.00",0,-801,0,"1,931.00",-557,802,"1,375.00",705,"-1,488.00","3,650.00",20.77,11.12,3.2,3.2,2.33,1.71,0.3,1.54,1.19,8.55,14.54,6.88,47.27,8.28,4.4,"51,447.79","201,627.79",-137,-124.64,-133.24,86.96,30.5,18.23,21.77,-39.26,0.87,5,-2.96,0.587,1.78,0.93,0.75,N/A,30.35,23.44,0.4,4,-48.24,-45.24,7.6,"1,828.00","1,829.58",0.9,5/14/01,5/10/02,0,0,0,0,0,0,0,0,1.29,0,0,0,0.32,1.54,1.4,0.92,0
200106,23.262,2.428,0.958,-0.42,-0.42,2.828,3.958,4.688,0.3,7.594,7.594,96.127,24.55,-20.25,-6.27,-1.05,19.48,2.99,2.32,0,20.48,4.12,-1.78,17.01,12.659,0.048,0.602,12.08,0.147,0,10.48,42.27,20.18,-11.61,4.52,0.8,0.176,"42,314.00","33,648.00","8,666.00","4,250.00",0,"2,674.00","1,742.00",0,0,0,"-2,758.00",-20,"-1,016.00",284,27.95,-752,0,-752,3,-0.42,-0.42,"1,819.00","2,674.00","4,416.00","6,586.00","12,184.00","18,770.00","4,862.00",0,0,"4,862.00","2,688.00",0,0,"4,532.00",0,"7,220.00","8,201.00","39,053.00",0,0,0,0,0,"59,748.00","59,748.00","-24,327.00","35,421.00",0,0,"215,072.00","289,546.00","15,588.00",0,0,"23,982.00","39,570.00",226,0,0,0,"4,747.00","44,543.00","173,937.00",0,"173,937.00",0,"9,083.00","47,552.00","275,115.00",19,0,"17,084.00","-6,350.00","5,980.00","-2,975.00",0,"13,758.00",673,"14,431.00",-752,0,"-4,718.00","2,674.00",0,0,0,0,0,0,0,0,"10,571.00","8,527.00","-1,328.00",0,0,0,"-4,297.00","4,283.00",0,0,"-11,176.00","-12,518.00",0,"-2,966.00",0,"9,284.00",-550,-534,"5,234.00","1,243.00","-1,328.00","7,199.00",19.8,8.68,3.23,3.23,2.12,1.55,0.26,9.29,1.2,9.5,18.03,5.55,48.88,7.17,4.96,"44,479.94","200,545.94",-141.86,-130.66,-137.85,89.98,30.6,0,14.26,-42.16,0.78,5,-2.94,0.597,1.92,0.88,0.71,N/A,30.71,24,0.97,1.3,-37.25,-31.64,2.22,"1,819.00","1,811.81",0.88,7/26/01,8/12/02,0,0,0,0,0,0,0,0,1.72,0,0,0,0.27,0,1.42,0.8,0
200109,20.145,2.488,1.009,-0.39,-0.39,1.786,3.09,5.005,0.3,7.275,7.275,90.567,17.35,-20.53,-8.63,-0.98,20.54,3.11,1.62,0,25.22,5.01,-1.9,15.34,12.448,0.048,0.599,12.99,0.129,0,11.4,51.01,23.95,-15.66,3.81,0.75,0.196,"36,502.00","27,296.00","9,206.00","4,697.00",0,"2,680.00","1,829.00",0,0,0,"-2,806.00",-9,-977,285,29.17,-692,0,-692,4,-0.39,-0.39,"1,812.00","2,680.00","4,509.00","10,638.00","6,875.00","17,513.00","4,562.00",0,0,"4,562.00","2,626.00",0,0,"4,484.00",0,"7,110.00","8,119.00","37,304.00",0,0,0,0,0,"60,152.00","60,152.00","-24,327.00","35,825.00",0,0,"204,398.00","277,527.00","15,258.00",0,0,"22,591.00","37,849.00",283,0,0,0,"3,828.00","41,960.00","166,089.00",0,"166,089.00",0,"8,744.00","46,697.00","263,490.00",19,0,"15,845.00","-5,575.00","5,970.00","-2,894.00",0,"13,365.00",672,"14,037.00",-692,0,-692,"2,680.00",0,0,0,0,0,0,0,0,"7,081.00","9,069.00","-3,470.00",0,0,0,-580,-894,0,0,"11,603.00","6,659.00",0,"2,420.00",0,"-13,232.00",-547,-422,"-11,781.00","3,947.00","-3,470.00","5,599.00",54.22,9.71,2.38,2.38,1.66,1.13,0.2,0,1.11,9.39,20,5,64.27,4.97,6.92,"31,871.95","181,402.95",-134.27,-123.49,-130.47,92.36,29.23,0,6.65,-42.71,0.74,4,-3.01,0.563,-2.62,0.89,0.72,N/A,25.76,15.34,-1.39,-17.06,-173.58,-34.95,-2.8,"1,812.00","1,837.00",0.88,11/14/01,11/14/02,0,0,0,0,0,0,0,0,2.61,0,0,0,0.19,0,1.05,0.59,0
200112,21.669,-1.294,-2.521,-2.8,-2.71,-1.367,-0.895,-0.527,0.15,4.486,0.449,96.406,15.72,-191.84,-54.81,-7.32,-52.98,-8.01,1.45,0,6.76,-11.64,-12.91,-4.13,21.492,0.028,0.605,3.83,0.142,0,5.15,39.1,16.59,-17.36,5.5,0.93,0.169,"39,242.00","36,589.00","2,653.00","4,996.00",0,"2,223.00","-4,566.00",0,0,0,"-2,470.00",8,"-7,036.00","2,098.00",29.82,"-4,962.00",0,"-5,068.00",4,-2.8,-2.8,"1,811.00","2,223.00","-2,343.00","7,218.00","11,577.00","18,795.00","2,214.00",0,938,"3,152.00","2,436.00",0,-905,"4,660.00",0,"6,191.00","8,750.00","36,888.00",0,583,"9,921.00","38,715.00","2,614.00","8,798.00","60,631.00","-27,510.00","33,121.00","7,007.00",0,"199,527.00","276,543.00","15,677.00",0,0,"24,340.00","40,017.00",302,0,0,0,"4,227.00","44,546.00","167,035.00",0,"167,035.00",0,"10,065.00","46,439.00","268,085.00",19,0,"10,502.00","-5,913.00","6,001.00","-2,823.00",0,"7,786.00",672,"8,458.00","-5,068.00",0,"-4,962.00","2,223.00",0,0,0,0,0,0,0,0,"1,785.00",-954,-666,0,0,0,"-1,429.00","2,984.00",0,0,"-5,739.00","-4,850.00",0,-38,0,"2,651.00",-275,231,"2,569.00","-3,235.00",-666,"-1,620.00",0,0,3.5,35.01,1.93,1.31,0.18,0,1.1,16.92,528.44,0.19,60.97,4.87,6.68,"27,286.15","176,500.15",-144.01,-133.58,-141.27,89.46,29.14,0,0,-45.26,0.57,4,-3.61,0.566,-3.87,0.83,0.69,N/A,18.76,14.93,5.51,-1.24,-591.23,-138.37,-9.73,"1,811.00","1,735.76",0.86,3/28/02,3/14/03,0,"350,117.00",0,0,0,0,0,0,0,0,0,0,0.18,0,1.54,0.54,0
200203,22.057,1.426,-0.049,-0.45,-0.05,-2.389,1.768,3.158,0.1,4.093,0.303,87.833,16.49,-42.3,-10.5,-1.16,-1.07,-0.1,1.67,0,24.55,-0.22,-2.01,8.02,21.461,0.027,0.578,14.17,0.144,0,5.31,49.13,20.12,-23.7,4.54,0.75,0.166,"39,857.00","30,074.00","9,783.00","4,856.00",0,"5,016.00",-89,0,0,0,43,-72,-46,26,56.52,-92,0,-800,4,-0.45,-0.45,"1,807.00","2,666.00","2,577.00","16,020.00","11,433.00","27,453.00","2,321.00",0,"1,349.00","3,670.00","2,730.00",0,-945,"5,283.00",0,"7,068.00","8,614.00","46,805.00",0,0,0,"61,047.00",0,0,"61,047.00","-27,510.00","33,537.00","6,869.00","4,481.00","188,437.00","275,648.00","16,191.00",0,0,"24,306.00","40,497.00",235,0,0,0,"3,649.00","44,381.00","158,982.00",0,"158,982.00",0,"10,197.00","48,997.00","262,557.00",19,0,"9,518.00","-5,253.00","6,008.00","-2,873.00",0,"7,419.00","5,672.00","13,091.00",-800,0,"6,169.00","2,666.00",0,0,0,0,0,0,0,0,"-3,128.00","5,707.00","-2,512.00",0,0,0,-722,591,0,0,"9,186.00","6,543.00",0,-57,0,"-8,249.00",-184,"5,091.00","-3,399.00","8,851.00","-2,512.00","3,195.00",0,0,4.03,54.42,2.08,1.34,0.19,0,1.06,18.27,-154.36,-0.65,53.49,5.17,5.15,"29,891.92","167,327.92",-132.83,-122.15,-129.92,88.69,28.75,0,0,-40.98,0.59,5,-3.41,0.524,-9.25,1.05,0.9,N/A,17.2,14.04,-4.43,-5.01,-180.36,-32.26,-16.02,"1,807.00","1,812.73",0.91,5/10/02,5/10/02,0,0,0,0,0,0,0,0,0,0,0,0,0.19,0,1.77,0.57,0
200206,21.651,2.899,1.546,0.29,0.29,-1.645,2.325,3.666,0.1,5.483,1.706,90.414,16,26.05,8.92,0.81,35.19,5.72,1.5,0,23.65,7.14,1.35,10.74,16.491,0.034,0.568,14.15,0.15,0.345,5.08,48.88,20.6,-23.2,4.43,0.76,0.172,"42,332.00","32,320.00","10,012.00","4,343.00",0,"2,647.00","3,022.00",0,0,0,"-2,075.00",-95,947,-282,29.78,570,0,570,3,0.31,0.29,"1,955.17","2,647.00","5,669.00","13,103.00","15,583.00","28,686.00","2,356.00",0,"1,939.00","4,295.00","2,757.00",0,-956,"5,721.00",0,"7,522.00","8,292.00","48,795.00",0,0,0,0,0,"62,672.00","62,672.00","-27,510.00","35,162.00","6,885.00",0,"199,449.00","290,291.00","17,312.00",0,0,"25,988.00","43,300.00",241,0,0,0,"3,043.00","46,584.00","164,573.00",0,"164,573.00",0,"10,483.00","52,986.00","274,626.00",19,0,"9,609.00","-2,932.00","5,868.00","-2,570.00",0,"9,994.00","5,671.00","15,665.00",570,0,"-6,693.00","2,647.00",0,0,0,0,0,0,0,0,"11,214.00","7,168.00","-2,622.00",0,0,0,-628,575,0,0,"-4,614.00","-7,289.00",0,"-9,066.00",0,"6,268.00",-185,"-5,178.00","-3,169.00","-3,290.00","-2,622.00","4,546.00",0,0,2.92,9.38,2.54,1.42,0.19,0,1.08,16.42,872.27,0.11,51.54,5.03,4.06,"29,166.08","170,965.08",-138.03,-127,-135,84.62,28.22,0,0,-42.71,0.58,4,-3.46,0.551,-9.66,1.05,0.89,N/A,18.17,14.9,-0.56,-6.93,169.05,19.4,-20.85,"1,813.00","1,822.88",0.87,8/12/02,8/12/02,0,0,0,0,0,0,0,0,0,0,0,0,0.19,0,1.28,0.57,0
200209,21.602,0.982,-0.407,-0.18,-0.14,-1.523,2.089,2.974,0.1,5.427,1.894,88.299,9.8,-13.22,-7.3,-0.45,-8.44,-5.63,0.91,0,22.29,-1.89,-0.83,9.67,16.269,0.035,0.568,12.18,0.137,0,4.8,49.09,22.43,-21.86,4.07,0.78,0.191,"39,338.00","30,568.00","8,770.00","4,439.00",0,"5,073.00",-742,0,0,0,696,-117,-46,-81,-176.09,-244,-82,-326,4,-0.18,-0.18,"1,821.00","2,530.00","1,788.00","16,073.00","16,812.00","32,885.00","2,070.00",0,"106,455.00","108,525.00","3,158.00",0,-967,"5,313.00",0,"7,504.00","6,525.00","155,439.00",0,0,0,0,0,"62,682.00","62,682.00","-27,510.00","35,172.00","6,490.00",0,"88,595.00","285,696.00","16,444.00",0,0,"26,021.00","42,465.00",209,0,0,0,"2,688.00","45,362.00","161,997.00",0,"161,997.00",0,"10,781.00","57,586.00","275,726.00",19,0,"9,096.00","-2,524.00","5,699.00","-2,320.00",0,"9,970.00",0,"9,970.00",-326,0,-326,"2,530.00",0,0,0,0,0,0,0,0,"3,211.00","5,415.00","-1,611.00",0,0,0,-533,456,0,0,"1,745.00",57,0,"9,123.00",0,"-11,144.00",-186,"4,632.00","-2,371.00","3,101.00","-1,611.00","3,804.00",0,0,1.81,5.17,1.85,1.06,0.11,0,0.92,19.16,-62.03,-1.61,91.31,3.05,4.59,"18,002.60","147,323.60",-132.19,-65.48,-129.31,92.19,28.7,0,0,-39.55,1.04,4,-3.58,0.48,-6.1,3.43,3.26,N/A,15.76,9.34,-0.77,7.23,53.85,-60.53,-26.07,"1,821.00","1,837.00",0.94,11/14/02,11/13/03,0,0,0,0,0,0,0,0,0,0,0,0,0.11,0,0.79,0.34,0
200212,22.059,5.056,5.056,0.94,1.06,-0.114,-4.853,-3.566,0.1,3.046,-0.511,88.394,9.3,-6.89,-2.26,-0.18,103.89,24.77,0.91,0,30.93,22.92,-0.32,-22,29.018,0.019,0.549,17.26,0.14,0.094,4.61,61.74,23.61,-33.52,3.87,0.69,0.179,"40,522.00","27,987.00","12,535.00","18,519.00",0,"-15,272.00","9,288.00",0,0,0,"-8,983.00",-84,305,-18,5.9,203,0,-130,4,0.94,0.94,"1,837.00",0,"9,288.00","12,221.00","18,271.00","30,492.00","2,047.00",0,"97,007.00","99,054.00","3,174.00",0,-957,"4,760.00",0,"6,977.00","9,071.00","145,594.00",0,598,"10,337.00","39,358.00","2,688.00","9,939.00","62,920.00","-26,568.00","36,352.00","6,528.00",0,"106,748.00","295,222.00","18,936.00",0,0,"27,615.00","46,551.00","18,831.00",0,0,0,0,"65,382.00","143,381.00",0,"143,381.00",0,"11,932.00","63,267.00","283,962.00",19,0,"8,659.00","-6,531.00","5,420.00","-1,977.00",0,"5,590.00","5,670.00","11,260.00",-130,0,"1,506.00",0,0,0,0,0,0,0,0,0,"-8,057.00","-6,551.00","-2,364.00",0,0,0,"-2,172.00","2,302.00",0,0,"6,075.00","3,841.00",0,-177,0,"18,054.00",-188,"-24,128.00","-1,448.00","-4,158.00","-2,364.00","-8,915.00",15.5,0,3.05,0,7,1.49,0.11,0,0.95,7.99,13.46,7.43,75.47,2.32,4.3,"17,066.52","154,456.52",-141.21,-78.49,-138.47,81.87,28.83,0,0,-32.73,0.97,7,-3.11,0.5,-5.28,2.23,2.12,N/A,11.45,7.15,0.1,1.8,133.57,490.73,-26.73,"1,837.00","1,835.11",0.99,3/14/03,3/12/04,0,"350,321.00",0,0,0,0,0,0,0,0,0,0,0.11,0,1.34,0.32,0
200303,20.499,1.687,0.405,0.45,0.45,0.84,3.154,3.905,0.1,3.678,0.003,86.875,7.52,58.17,28.51,1.23,8.65,1.74,0.73,0,23.91,1.97,2.2,15.38,23.62,0.023,0.55,13.36,0.14,0.222,5.13,60.18,21.93,-33.12,4.16,0.76,0.183,"40,815.00","31,055.00","9,760.00","4,079.00",0,"4,875.00",806,0,0,0,534,-102,"1,340.00",-337,25.15,901,-5,896,0,0.49,0.45,"1,991.11","2,553.00","3,359.00","19,237.00","17,938.00","37,175.00","2,296.00",0,"92,765.00","95,061.00","3,483.00",0,-964,"5,434.00",0,"7,953.00","55,632.00","195,821.00",0,0,0,0,0,"63,151.00","63,151.00","-25,000.00","38,151.00","6,726.00",0,"48,626.00","289,324.00","20,480.00",0,0,"27,276.00","47,756.00",0,0,0,0,"55,697.00","103,453.00","159,010.00",0,"159,010.00",0,"14,370.00",89,"276,922.00",19,0,"9,371.00","-6,119.00","5,435.00","-1,974.00",0,"6,732.00","5,670.00","12,402.00",896,0,901,"2,553.00",0,0,0,0,0,0,0,0,"4,321.00","7,775.00","-1,496.00",157,0,0,-715,681,0,0,"6,176.00","4,803.00",0,-22,0,"-4,569.00",-183,-953,"-5,727.00","6,851.00","-1,496.00","6,279.00",5.01,8.95,2.04,"2,506.67",2.77,1.08,0.09,0,0.87,7.03,11.42,8.76,98.97,1.85,5.32,"13,764.16","141,269.16",-134.08,-47.41,-130.97,78.63,28.32,0,0.33,-26.76,1.05,8,-3.25,0.455,-4.91,1.89,1.82,N/A,10.58,6.6,0.26,-7.06,200,18.3,-26.83,"1,832.00","1,830.34",0.93,5/8/03,5/6/04,0,0,0,0,0,0,0,0,22.79,0,0,0,0.1,0,0.9,0.27,0
200306,21.457,1.234,1.234,0.22,0.22,-0.701,2.116,3.19,0.1,4.413,0.63,92.49,10.99,22.52,9.04,0.56,24.06,4.88,1.24,0,22.09,5.75,1.03,9.86,20.96,0.026,0.553,12.07,0.137,0.455,5.47,62.88,23.62,-33.79,3.86,0.78,0.202,"40,670.00","31,684.00","8,986.00","6,647.00",0,0,"2,339.00",0,0,0,"-1,621.00",-98,718,-195,27.16,425,-8,417,0,0.23,0.22,"1,895.46",0,"2,339.00","17,684.00","20,331.00","38,015.00","2,438.00",0,"109,319.00","111,757.00","3,543.00",0,-961,"5,866.00",0,"8,448.00","54,399.00","212,619.00",0,0,0,0,0,"64,634.00","64,634.00","-25,000.00","39,634.00","6,930.00",0,"47,006.00","306,189.00","21,832.00",0,0,"29,117.00","50,949.00",0,0,0,0,"57,547.00","108,496.00","169,438.00",0,"169,438.00",0,"14,475.00",27,"292,436.00",19,0,"9,606.00","-5,065.00","5,396.00","-1,872.00",0,"8,084.00","5,669.00","13,753.00",417,0,412,0,0,0,0,0,0,0,0,0,"5,635.00","6,047.00","-2,037.00",124,0,0,"-3,859.00","1,788.00",0,0,"-3,858.00","-7,842.00",0,19,0,-869,-183,996,-37,"-1,832.00","-2,037.00","4,010.00",7.69,0,2.49,17.44,4.39,1.69,0.13,0,0.97,9.37,13.45,7.43,57.88,2.75,3.64,"20,133.35","157,225.35",-141.97,-46.66,-138.67,83.96,28.25,0,4.75,-36.41,1.05,9,-3.13,0.502,-4.14,1.96,1.88,N/A,11.68,7.48,-0.09,-0.9,-24.14,-57.43,-27.35,"1,832.00","1,831.97",1.3,8/1/03,8/1/03,0,0,0,0,0,0,0,0,2.31,0,0,0,0.13,0,1.09,0.39,0
200309,20.067,1.055,1.055,-0.01,0.13,-2.128,1.013,3.079,0.1,4.653,0.646,102.396,10.77,-0.93,-0.4,-0.02,18.91,3.63,1.36,0,22.76,5.26,-0.05,5.05,22.007,0.026,0.581,10.85,0.119,0.769,6.84,66.69,29.79,-30.06,3.06,0.77,0.252,"36,742.00","28,381.00","8,361.00","6,430.00",0,0,"1,931.00",0,0,0,"-1,504.00",-45,427,-140,32.79,242,3,-19,0,-0.01,-0.01,"1,831.00",0,"1,931.00","27,887.00","20,491.00","48,378.00","2,755.00",0,"109,173.00","111,928.00","3,901.00",0,-971,"7,155.00",0,"10,085.00","46,841.00","217,232.00",0,0,0,0,0,"67,077.00","67,077.00","-25,000.00","42,077.00","7,053.00",0,"43,966.00","310,328.00","20,742.00",0,0,"29,113.00","49,855.00",0,0,0,0,"56,922.00","106,777.00","180,236.00",0,"180,236.00",0,"14,512.00",24,"301,549.00",19,0,"9,398.00","-4,756.00","5,432.00","-1,903.00",0,"8,190.00",589,"8,779.00",-19,0,-25,0,0,0,0,0,0,0,0,0,"5,662.00","5,637.00","-3,783.00","1,421.00",0,0,"-3,272.00","2,256.00",0,0,"6,117.00","2,739.00",0,-40,0,"2,029.00",-183,-40,"1,766.00","10,142.00","-3,783.00","1,854.00",6.73,0,2.31,16.67,7.53,1.63,0.13,0,0.95,8.95,10.54,9.49,52.1,2.71,3.71,"18,957.25","151,404.25",-144.17,-48.24,-140.13,82.66,27.75,0,5.2,-40.74,1.05,5,-2.59,0.459,-4.93,2.03,1.94,N/A,12.31,10.52,3.92,-7.11,94.44,7.43,-27.62,"1,831.00","1,760.19",1.55,11/13/03,11/8/04,0,0,0,0,0,0,0,0,2.07,0,0,0,0.13,0,1.02,0.39,0
200312,24.439,0.348,0.348,-0.57,-0.53,-2.37,-2.167,-1.15,0.1,6.619,2.642,102.15,16.06,-31.97,-13.16,-1.04,5.01,0.94,2.06,0,16.56,1.43,-1.71,-8.87,15.432,0.039,0.601,10.06,0.152,0,11.53,48.21,22.72,-13.96,4.02,0.83,0.208,"46,290.00","38,626.00","7,664.00","7,004.00",0,0,660,0,0,0,"-1,829.00",-69,"-1,169.00",556,47.56,-682,-111,-793,0,-0.57,-0.57,"1,894.12",0,660,"23,208.00","16,106.00","39,314.00","5,851.00",0,"106,850.00","112,701.00","3,813.00",0,-996,"6,334.00",0,"9,151.00","54,776.00","215,942.00",0,675,"12,204.00","44,449.00","2,647.00","13,579.00","73,554.00","-30,048.00","43,506.00","7,000.00",0,"32,949.00","299,397.00","20,407.00",0,0,"29,563.00","49,970.00",0,0,0,0,0,"49,970.00","179,804.00",0,"179,804.00",0,"8,439.00","48,874.00","287,087.00",19,0,"8,421.00",-414,"5,374.00","-1,749.00",0,"11,651.00",659,"12,310.00",-793,0,-385,0,0,0,0,0,0,0,0,0,"18,902.00","-2,179.00","-1,925.00",0,0,0,"-2,228.00","4,657.00",0,0,"-3,206.00","-2,702.00",0,52,0,-980,-184,-85,"-1,197.00","-6,078.00","-1,925.00","-4,104.00",178.44,0,2.43,6.08,3.9,1.78,0.19,0,1.03,20.44,29.54,3.39,18.63,4.11,2.49,"28,268.65","169,417.65",-141.14,-40.79,-136.05,72.85,28.53,0,4.01,-44.11,1.33,5,-0.95,0.492,-4.6,4.32,4.14,N/A,16.79,11.02,0,10.79,-160.64,-93.12,-30.52,"1,832.00","1,760.19",1.66,3/12/04,3/10/05,0,"327,531.00",0,0,0,0,0,0,4,0,0,0,0.22,0,1.06,0.56,0
200403,21.537,2.166,2.166,0.94,0.95,-1.595,1.229,2.344,0.1,7.319,3.244,97.413,13.57,63.65,34.41,2.55,34.43,8.53,1.81,0,23.86,10.06,4.36,5.71,13.309,0.041,0.548,13.94,0.146,0.105,6.16,71.13,25.92,-39.05,3.52,0.76,0.216,"44,723.00","34,054.00","10,669.00","6,172.00",0,0,"4,497.00",0,0,0,"-1,634.00",-85,"2,863.00",-819,28.61,"1,959.00",-7,"1,952.00",0,1.07,0.94,"2,076.60",0,"4,497.00","18,190.00","18,687.00","36,877.00","3,020.00",0,"109,867.00","112,887.00","3,957.00",0,"-1,008.00","7,244.00",0,"10,193.00","14,075.00","174,032.00",0,0,0,0,0,"71,280.00","71,280.00","-30,112.00","41,168.00","7,173.00",0,"90,536.00","312,909.00","26,545.00",0,0,"32,877.00","59,422.00",879,0,0,0,29,"60,330.00","170,567.00",0,"170,567.00",0,"12,942.00","55,448.00","299,287.00",19,0,"10,190.00",-913,"5,373.00","-1,787.00",0,"12,882.00",740,"13,622.00","1,952.00",0,"1,952.00",0,0,0,0,0,"2,916.00",0,0,0,0,"4,868.00","-2,316.00",100,0,0,"-1,344.00","1,576.00",0,0,614,"-1,370.00",0,-60,0,"-7,652.00",-183,-12,"-7,907.00","-4,409.00","-2,316.00","2,552.00",23.4,0,1.85,4.18,6.19,1.82,0.16,0,0.95,16.89,16.89,5.92,30.37,3.43,2.95,"23,883.06","159,192.06",-149.52,-71.59,-145.34,65.3,28.88,0,7.5,-38.44,1.1,5,-1.9,0.495,-1.16,2.88,2.72,N/A,17.1,12.89,0.01,5.06,108.89,28.39,-30.3,"1,824.30","1,759.99",1.79,5/6/04,5/10/05,0,0,0,0,0,0,0,0,1.81,0,0,0,0.21,0,0.81,0.47,0
